id,userid,newuser,date,time,action,productid,producte,category,price,discount,profit,age,gender,location
202,45678,no,2022-06-28,8:00,addtocart,1003,Dress,Clothing,65,0.1,3.25,29,Female,"Nashville, TN"
181,12345,no,2022-07-07,5:45,addtocart,1012,Earrings,Jewelry,30,0.1,1.5,26,Female,"Phoenix, AZ"
218,23456,yes,2022-07-19,8:00,browse,1020,Belt,Accessories,30,0.05,3.0,25,Female,"Portland, OR"
190,12345,no,2022-07-01,8:00,addtocart,1023,Backpack,Accessories,70,0.1,3.5,27,Male,"Dallas, TX"
166,45678,no,2022-07-09,8:00,addtocart,1023,Backpack,Accessories,60,0.1,6.0,36,Female,"Austin, TX"
208,12345,no,2022-04-29,2:30,addtocart,1002,Jacket,Clothing,100,0.1,5.0,30,Male,"San Francisco, CA"
133,78901,no,2022-06-18,5:45,addtocart,1009,Skirt,Clothing,50,0.1,5.0,32,Female,"San Francisco, CA"
4,45678,no,2022-01-24,13:00:00,addtocart,1004,Hat,Accessories,20,0.05,1.0,19,Nonbinary,"San Francisco, CA"
16,78901,yes,2022-06-06,16:45:00,browse,1014,Backpack,Accessories,70,0.1,7.0,25,Female,"Seattle, WA"
120,34567,no,2022-06-12,2:30,purchase,1014,Necklace,Jewelry,60,0.0,6.0,36,Female,"Houston, TX"
160,78901,no,2022-05-12,2:30,addtocart,1020,Belt,Accessories,30,0.1,3.0,33,Male,"Mi, FL"
237,34567,no,2022-02-14,5:45,addtocart,1020,Necklace,Jewelry,40,0.1,2.0,36,Male,"San Diego, CA"
189,90123,no,2022-06-06,5:45,purchase,1001,Jeans,Clothing,75,0.0,7.5,36,Female,"San Francisco, CA"
4,45678,no,2022-01-24,13:00:00,addtocart,1004,Hat,Accessories,20,0.05,1.0,19,Nonbinary,"San Francisco, CA"
27,90123,yes,2022-05-21,13:00:00,purchase,1002,Jacket,Clothing,80,0.1,8.0,42,Female,"Austin, TX"
234,23456,yes,2022-08-24,2:30,browse,1004,Jeans,Clothing,60,0.05,3.0,29,Male,"Nashville, TN"
91,12345,no,2022-07-12,11:15,addtocart,1021,Hat,Accessories,25,0.1,2.5,30,Female,"Denver, CO"
188,89012,no,2022-07-07,2:30,addtocart,1012,Earrings,Jewelry,30,0.1,1.5,24,Male,"Los Angeles, CA"
84,34567,no,2022-03-07,2:30,purchase,1008,Smartphone,Electronics,500,0.0,50.0,44,Female,"Portland, OR"
84,34567,no,2022-03-07,2:30,purchase,1008,Smartphone,Electronics,500,0.0,50.0,44,Female,"Portland, OR"
166,45678,no,2022-03-28,8:00,addtocart,1023,Backpack,Accessories,60,0.1,6.0,36,Female,"Austin, TX"
202,45678,no,2022-07-09,8:00,addtocart,1023,Backpack,Accessories,60,0.1,6.0,29,Female,"Nashville, TN"
34,78901,yes,2022-01-19,13:45,purchase,1001,Shoes,Footwear,80,0.1,8.0,23,Nonbinary,"Philadelphia, PA"
48,34567,no,2022-02-17,3:15,addtocart,1004,Jeans,Clothing,60,0.1,3.6,36,Female,"San Diego, CA"
12,34567,no,2022-06-01,13:15:00,purchase,1004,Hat,Accessories,20,0.05,1.0,35,Male,"Chicago, IL"
110,23456,yes,2022-04-20,8:00,browse,1004,Jeans,Clothing,50,0.05,2.5,27,Female,"Philadelphia, PA"
231,67890,no,2022-07-12,11:15,addtocart,1010,Hat,Accessories,25,0.1,2.5,31,Female,"Portland, OR"
37,12345,yes,2022-04-07,13:00,purchase,1006,Headphones,Electronics,100,0.1,10.0,33,Male,"Atlanta, GA"
159,67890,no,2022-06-08,11:15,addtocart,1011,Bracelet,Jewelry,45,0.1,4.5,31,Female,"Houston, TX"
128,23456,yes,2022-08-12,2:30,browse,1022,Socks,Accessories,10,0.05,0.5,30,Male,"Boston, MA"
32,56789,yes,2022-06-30,19:15:00,browse,1021,Necklace,Jewelry,60,0.15,6.0,39,Female,"Chicago, IL"
241,78901,no,2022-04-22,5:45,purchase,1013,Backpack,Accessories,70,0.0,7.0,42,Male,"Mi, FL"
197,89012,yes,2022-01-28,5:45,addtocart,1022,Sunglasses,Accessories,80,0.1,8.0,20,Male,"Austin, TX"
62,89012,yes,2022-06-07,8:00,browse,1014,Earrings,Jewelry,35,0.05,1.75,28,Female,"Phoenix, AZ"
222,67890,no,2022-03-27,8:00,addtocart,1022,Sunglasses,Accessories,120,0.1,6.0,31,Female,"Houston, TX"
14,56789,yes,2022-01-14,11:00:00,browse,1012,Trousers,Clothing,65,0.1,6.5,30,Male,"Mi, FL"
64,12345,no,2022-03-05,2:30,purchase,1011,Ring,Jewelry,90,0.0,9.0,47,Female,"Chicago, IL"
80,89012,yes,2022-03-26,2:30,browse,1001,Hoodie,Clothing,50,0.05,2.5,28,Female,"Boston, MA"
217,12345,no,2022-08-05,5:45,purchase,1013,Watch,Accessories,120,0.0,12.0,41,Female,"Mi, FL"
84,34567,no,2022-03-07,2:30,purchase,1008,Smartphone,Electronics,500,0.0,50.0,44,Female,"Portland, OR"
181,12345,no,2022-04-04,5:45,addtocart,1013,Necklace,Jewelry,60,0.1,6.0,26,Female,"Phoenix, AZ"
59,56789,yes,2022-05-23,11:15,browse,1003,T-Shirt,Clothing,20,0.05,1.0,24,Male,"Boston, MA"
169,78901,no,2022-05-29,5:45,addtocart,1009,Skirt,Clothing,50,0.1,2.5,28,Male,"Portland, OR"
48,34567,no,2022-03-21,3:15,purchase,1004,Hoodie,Clothing,50,0.0,2.5,38,Female,"San Diego, CA"
58,45678,no,2022-03-18,8:00,purchase,1002,T-Shirt,Clothing,20,0.0,2.0,29,Female,"New York, NY"
74,23456,yes,2022-05-07,8:00,browse,1019,Scarf,Accessories,20,0.05,2.0,27,Male,"Las Vegas, NV"
131,56789,no,2022-05-11,11:15,purchase,1010,Backpack,Accessories,60,0.0,3.0,39,Female,"Los Angeles, CA"
70,78901,no,2022-03-31,8:00,purchase,1007,Laptop,Electronics,1200,0.0,120.0,41,Male,"Seattle, WA"
242,89012,yes,2022-09-01,8:00,browse,1018,Ring,Jewelry,75,0.05,7.5,23,Female,"San Francisco, CA"
89,89012,yes,2022-01-11,5:45,purchase,1004,Jeans,Clothing,50,0.0,10.0,24,Female,"Austin, TX"
177,67890,no,2022-01-18,5:45,purchase,1005,T-shirt,Clothing,25,0.0,1.25,48,Female,"Los Angeles, CA"
231,67890,no,2022-01-01,11:15,purchase,1010,Hat,Accessories,25,0.0,2.5,41,Female,"Portland, OR"
177,67890,no,2022-04-27,5:45,purchase,1005,T-shirt,Clothing,25,0.0,2.5,48,Female,"Los Angeles, CA"
41,56789,yes,2022-02-10,14:00,purchase,1009,Laptop,Electronics,1200,0.1,120.0,45,Nonbinary,"Austin, TX"
100,12345,no,2022-08-06,2:30,addtocart,1020,Scarf,Accessories,30,0.1,1.5,29,Female,"San Diego, CA"
49,45678,no,2022-02-18,6:30,purchase,1019,Backpack,Accessories,75,0.0,11.25,29,Female,"Denver, CO"
61,78901,no,2022-03-14,5:45,purchase,1010,Earphones,Electronics,50,0.0,5.0,44,Male,"Los Angeles, CA"
151,78901,no,2022-08-05,11:15,addtocart,1022,Watch,Accessories,120,0.1,12.0,31,Male,"San Diego, CA"
136,12345,no,2022-08-30,2:30,addtocart,1016,Keychain,Accessories,10,0.1,0.5,42,Female,"New Orleans, LA"
226,12345,no,2022-05-30,8:00,purchase,1015,Sunglasses,Accessories,30,0.0,3.0,33,Male,"Los Angeles, CA"
24,67890,no,2022-07-13,9:45:00,purchase,1004,Hat,Accessories,20,0.05,1.0,36,Female,"Seattle, WA"
34,78901,yes,2022-01-03,13:45,purchase,1001,Shoes,Footwear,80,0.1,12.0,23,Nonbinary,"Philadelphia, PA"
113,56789,yes,2022-01-05,5:45,browse,1022,Socks,Clothing,10,0.05,0.5,22,Female,"Atlanta, GA"
153,90123,no,2022-07-27,5:45,purchase,1002,Jacket,Clothing,90,0.0,9.0,38,Male,"Philadelphia, PA"
60,67890,no,2022-04-14,2:30,addtocart,1015,Earrings,Jewelry,40,0.1,2.0,32,Female,"Washington, D.C."
52,78901,no,2022-02-13,4:15,purchase,1010,Necklace,Jewelry,80,0.0,4.0,44,Female,"Mi, FL"
166,45678,no,2022-07-09,8:00,addtocart,1023,Backpack,Accessories,60,0.1,6.0,36,Female,"Austin, TX"
224,89012,yes,2022-04-23,2:30,browse,1009,Socks,Accessories,10,0.05,0.5,26,Female,"Chicago, IL"
70,78901,no,2022-02-06,8:00,purchase,1007,Headphones,Electronics,100,0.0,10.0,41,Male,"Seattle, WA"
82,12345,no,2022-03-26,8:00,addtocart,1011,Power Bank,Accessories,25,0.1,2.5,31,Female,Washington D.C.
62,89012,yes,2022-07-11,8:00,browse,1016,Bracelet,Jewelry,35,0.05,3.5,28,Female,"Phoenix, AZ"
4,45678,no,2022-01-24,13:00:00,addtocart,1004,Hat,Accessories,20,0.05,1.0,19,Nonbinary,"San Francisco, CA"
232,78901,no,2022-07-31,2:30,purchase,1006,Sweater,Clothing,70,0.0,3.5,42,Male,Washington D.C.
156,34567,no,2022-05-23,2:30,purchase,1005,T-Shirt,Clothing,20,0.0,1.0,24,Male,"Boston, MA"
19,12345,no,2022-01-03,14:30:00,purchase,1001,Shoes,Footwear,80,0.1,12.0,37,Female,"New York, NY"
120,34567,no,2022-06-20,2:30,purchase,1014,Necklace,Jewelry,70,0.0,7.0,36,Female,"Houston, TX"
199,12345,no,2022-06-19,11:15,browse,1017,Ring,Jewelry,40,0.05,2.0,33,Male,"San Antonio, TX"
101,23456,yes,2022-01-30,5:45,browse,1008,Smartphone,Electronics,800,0.05,80.0,26,Male,"New York, NY"
182,23456,yes,2022-08-08,8:00,browse,1022,Backpack,Accessories,80,0.05,8.0,33,Male,"Seattle, WA"
242,89012,yes,2022-06-11,8:00,browse,1017,Sunglasses,Accessories,40,0.05,4.0,23,Female,"Portland, OR"
4,45678,no,2022-05-07,13:00:00,addtocart,1004,Hat,Accessories,20,0.05,2.0,19,Nonbinary,"San Francisco, CA"
203,56789,yes,2022-07-06,11:15,browse,1025,Sunglasses,Accessories,55,0.05,5.5,26,Male,"Philadelphia, PA"
19,12345,no,2022-02-03,14:30:00,purchase,1001,Shoes,Footwear,80,0.1,8.0,37,Female,"New York, NY"
48,34567,yes,2022-02-17,3:15,browse,1004,Jeans,Clothing,60,0.05,3.6,29,Female,"San Diego, CA"
41,56789,yes,2022-03-11,14:00,purchase,1009,Laptop,Electronics,1000,0.1,100.0,45,Female,"Austin, TX"
223,78901,no,2022-02-28,11:15,purchase,1005,Sweater,Clothing,70,0.0,3.5,39,Male,"New York, NY"
216,90123,no,2022-04-09,2:30,addtocart,1005,T-shirt,Clothing,25,0.05,2.5,29,Female,"Boston, MA"
119,23456,yes,2022-08-10,11:15,browse,1003,Jacket,Clothing,100,0.05,5.0,29,Male,"San Diego, CA"
127,34567,no,2022-05-07,11:15,purchase,1019,Scarf,Accessories,20,0.0,2.0,41,Male,"Dallas, TX"
204,67890,no,2022-06-12,2:30,purchase,1013,Necklace,Jewelry,60,0.0,6.0,37,Female,"Houston, TX"
23,56789,yes,2022-04-01,12:15:00,browse,1009,Headphones,Electronics,100,0.1,5.0,52,Male,"Mi, FL"
52,78901,no,2022-02-13,4:15,purchase,1010,Necklace,Jewelry,80,0.0,4.0,44,Female,"Mi, FL"
197,89012,yes,2022-06-11,5:45,addtocart,1022,Sunglasses,Accessories,40,0.1,4.0,20,Male,"Austin, TX"
30,34567,no,2022-01-30,11:45:00,browse,1008,Smartphone,Electronics,800,0.05,80.0,44,Female,"New York, NY"
214,78901,no,2022-07-09,8:00,purchase,1023,Backpack,Accessories,60,0.0,6.0,42,Male,"New Orleans, LA"
226,12345,no,2022-05-30,8:00,purchase,1015,Sunglasses,Accessories,30,0.0,3.0,33,Male,"Los Angeles, CA"
88,78901,no,2022-04-06,2:30,addtocart,1019,Fitness Watch,Electronics,80,0.1,8.0,33,Male,"Atlanta, GA"
89,89012,yes,2022-01-30,5:45,browse,1004,Jeans,Clothing,60,0.05,3.0,22,Female,"Austin, TX"
10,12345,no,2022-06-06,17:00:00,purchase,1010,Dress,Clothing,75,0.1,7.5,28,Male,"New York, NY"
174,34567,no,2022-05-23,8:00,purchase,1002,T-Shirt,Clothing,20,0.0,1.0,34,Female,"Mi, FL"
244,12345,no,2022-08-28,2:30,purchase,1016,Watch,Accessories,60,0.0,6.0,33,Male,"Mi, FL"
91,12345,no,2022-04-18,11:15,addtocart,1021,Hat,Accessories,20,0.1,2.0,30,Female,"Denver, CO"
176,56789,yes,2022-03-01,2:30,browse,1015,Earrings,Jewelry,40,0.05,4.0,22,Male,"New York, NY"
107,89012,yes,2022-01-07,11:15,purchase,1010,era,Electronics,500,0.0,50.0,24,Female,"Austin, TX"
132,67890,no,2022-08-25,2:30,purchase,1021,Belt,Accessories,20,0.0,2.0,36,Male,"New York, NY"
97,78901,no,2022-01-09,5:45,addtocart,1011,Headphones,Electronics,150,0.1,7.5,28,Male,"Houston, TX"
133,78901,no,2022-05-29,5:45,addtocart,1009,Skirt,Clothing,50,0.1,2.5,32,Female,"San Francisco, CA"
54,90123,no,2022-04-19,9:45,addtocart,1008,era,Electronics,300,0.1,30.0,35,Female,"San Francisco, CA"
27,90123,yes,2022-05-21,13:00:00,purchase,1002,Jacket,Clothing,80,0.1,8.0,42,Female,"Austin, TX"
212,56789,yes,2022-02-20,2:30,browse,1006,Sweater,Clothing,70,0.05,3.5,27,Male,"Austin, TX"
53,89012,yes,2022-03-12,7:30,browse,1021,Watch,Accessories,100,0.05,5.0,28,Male,"Austin, TX"
234,34567,no,2022-05-28,8:00,purchase,1021,Scarf,Accessories,15,0.0,1.5,34,Female,"Mi, FL"
84,34567,no,2022-04-11,2:30,purchase,1008,Smartphone,Electronics,800,0.0,40.0,44,Female,"Portland, OR"
166,45678,no,2022-07-09,8:00,addtocart,1023,Backpack,Accessories,60,0.1,6.0,36,Female,"Austin, TX"
100,12345,no,2022-08-03,2:30,addtocart,1020,Scarf,Accessories,30,0.1,3.0,29,Female,"San Diego, CA"
207,90123,no,2022-04-18,11:15,browse,1021,Hat,Accessories,20,0.05,2.0,44,Female,"New York, NY"
59,56789,yes,2022-03-24,11:15,browse,1005,Shorts,Clothing,30,0.05,1.5,24,Male,"Boston, MA"
19,12345,no,2022-02-03,14:30:00,purchase,1001,Shoes,Footwear,80,0.1,8.0,37,Female,"New York, NY"
160,78901,no,2022-06-09,2:30,purchase,1020,Wallet,Accessories,25,0.0,2.5,25,Male,"Mi, FL"
82,12345,no,2022-07-12,8:00,addtocart,1011,Hat,Accessories,25,0.1,2.5,31,Female,Washington D.C.
140,56789,yes,2022-08-30,2:30,browse,1023,Hat,Accessories,15,0.05,0.75,39,Female,"Houston, TX"
63,90123,no,2022-03-21,11:15,addtocart,1001,Hoodie,Clothing,50,0.1,2.5,35,Male,"San Antonio, TX"
218,23456,yes,2022-01-26,8:00,browse,1020,Belt,Accessories,30,0.05,2.0,25,Female,"Portland, OR"
197,89012,yes,2022-01-28,5:45,addtocart,1022,Sunglasses,Accessories,80,0.1,8.0,20,Male,"Austin, TX"
100,12345,no,2022-08-06,2:30,addtocart,1020,Scarf,Accessories,30,0.1,1.5,29,Female,"San Diego, CA"
101,23456,no,2022-01-30,5:45,browse,1008,Smartphone,Electronics,800,0.05,80.0,44,Female,"New York, NY"
187,78901,no,2022-08-14,11:15,addtocart,1015,Sunglasses,Accessories,50,0.1,5.0,29,Female,"New York, NY"
156,34567,no,2022-01-18,2:30,purchase,1005,T-Shirt,Clothing,25,0.0,1.25,24,Male,"Boston, MA"
119,23456,yes,2022-04-20,11:15,browse,1003,Jacket,Clothing,100,0.05,5.0,29,Male,"San Diego, CA"
33,67890,no,2022-08-10,9:30,addtocart,1022,Gloves,Accessories,20,0.0,2.0,30,Male,"Mi, FL"
188,89012,no,2022-07-07,2:30,addtocart,1012,Earrings,Jewelry,30,0.1,1.5,24,Male,"Los Angeles, CA"
67,45678,no,2022-08-07,11:15,purchase,1004,Jeans,Clothing,60,0.0,6.0,31,Female,"San Francisco, CA"
12,34567,no,2022-08-08,13:15:00,purchase,1004,Backpack,Accessories,80,0.05,8.0,35,Male,"Chicago, IL"
180,90123,no,2022-08-08,2:30,purchase,1014,Headphones,Accessories,50,0.0,5.0,41,Male,"Denver, CO"
211,45678,no,2022-08-21,11:15,purchase,1024,Bracelet,Jewelry,30,0.0,1.5,35,Female,"Los Angeles, CA"
166,45678,no,2022-07-09,8:00,addtocart,1023,Backpack,Accessories,60,0.1,6.0,36,Female,"Austin, TX"
197,89012,yes,2022-01-28,5:45,addtocart,1022,Sunglasses,Accessories,80,0.1,8.0,20,Male,"Austin, TX"
74,23456,yes,2022-08-06,8:00,browse,1019,Scarf,Accessories,30,0.05,1.5,27,Male,"Las Vegas, NV"
220,45678,no,2022-06-01,2:30,purchase,1018,Hat,Accessories,20,0.0,1.0,28,Female,"San Francisco, CA"
226,12345,no,2022-05-30,8:00,purchase,1015,Sunglasses,Accessories,30,0.0,3.0,33,Male,"Los Angeles, CA"
92,23456,yes,2022-03-01,2:30,browse,1015,Earrings,Jewelry,40,0.05,4.0,29,Male,"San Francisco, CA"
226,12345,no,2022-05-30,8:00,purchase,1015,Sunglasses,Accessories,30,0.0,3.0,33,Male,"Los Angeles, CA"
54,90123,no,2022-04-17,9:45,addtocart,1008,era,Electronics,500,0.1,50.0,35,Female,"San Francisco, CA"
59,56789,yes,2022-02-20,11:15,browse,1005,Sweater,Clothing,70,0.05,3.5,24,Male,"Boston, MA"
41,56789,yes,2022-02-10,14:00,purchase,1009,Laptop,Electronics,1200,0.1,120.0,45,Nonbinary,"Austin, TX"
123,67890,no,2022-05-03,11:15,purchase,1008,Dress,Clothing,60,0.0,6.0,27,Female,"San Francisco, CA"
194,56789,yes,2022-02-07,8:00,browse,1025,Wallet,Accessories,50,0.05,7.5,25,Male,"Chicago, IL"
197,89012,yes,2022-01-28,5:45,addtocart,1022,Sunglasses,Accessories,80,0.1,8.0,20,Male,"Austin, TX"
4,45678,no,2022-01-24,13:00:00,addtocart,1004,Hat,Accessories,20,0.05,1.0,19,Nonbinary,"San Francisco, CA"
9,90123,yes,2022-04-03,5:45,purchase,1003,Jacket,Clothing,100,0.05,10.0,31,Male,"Philadelphia, PA"
34,78901,yes,2022-01-03,13:45,purchase,1001,Shoes,Footwear,80,0.1,12.0,23,Nonbinary,"Philadelphia, PA"
52,78901,no,2022-02-13,4:15,purchase,1010,Necklace,Jewelry,80,0.0,4.0,44,Female,"Mi, FL"
91,12345,no,2022-07-12,11:15,addtocart,1021,Hat,Accessories,25,0.1,2.5,30,Female,"Denver, CO"
197,89012,yes,2022-03-27,5:45,addtocart,1022,Sunglasses,Accessories,120,0.1,6.0,20,Male,"Austin, TX"
62,89012,yes,2022-07-11,8:00,browse,1016,Bracelet,Jewelry,35,0.05,3.5,28,Female,"Phoenix, AZ"
242,89012,yes,2022-06-11,8:00,browse,1017,Sunglasses,Accessories,40,0.05,4.0,23,Female,"Portland, OR"
214,78901,no,2022-07-09,8:00,purchase,1023,Backpack,Accessories,60,0.0,6.0,42,Male,"New Orleans, LA"
90,90123,no,2022-03-30,8:00,purchase,1007,Laptop,Electronics,1200,0.0,120.0,42,Male,"New Orleans, LA"
99,90123,no,2022-06-16,11:15,purchase,1002,Sweatshirt,Clothing,45,0.0,2.25,35,Male,"Mi, FL"
156,34567,no,2022-01-18,2:30,purchase,1005,T-Shirt,Clothing,25,0.0,1.25,24,Male,"Boston, MA"
19,12345,no,2022-02-03,14:30:00,purchase,1001,Shoes,Footwear,80,0.1,8.0,37,Female,"New York, NY"
58,45678,no,2022-03-18,8:00,purchase,1002,T-Shirt,Clothing,20,0.0,2.0,29,Female,"New York, NY"
166,45678,no,2022-07-09,8:00,addtocart,1023,Backpack,Accessories,60,0.1,6.0,36,Female,"Austin, TX"
100,12345,no,2022-08-06,2:30,addtocart,1020,Scarf,Accessories,30,0.1,1.5,29,Female,"San Diego, CA"
214,78901,no,2022-07-09,8:00,purchase,1023,Backpack,Accessories,60,0.0,6.0,42,Male,"New Orleans, LA"
86,56789,yes,2022-01-28,8:00,browse,1022,Sunglasses,Accessories,80,0.05,8.0,27,Male,"Mi, FL"
4,45678,no,2022-01-24,13:00:00,addtocart,1004,Hat,Accessories,20,0.05,1.0,19,Nonbinary,"San Francisco, CA"
233,89012,yes,2022-07-07,5:45,browse,1014,Bracelet,Jewelry,30,0.05,1.5,23,Female,"San Francisco, CA"
19,12345,no,2022-02-03,14:30:00,purchase,1001,Shoes,Footwear,80,0.1,8.0,37,Female,"New York, NY"
63,90123,no,2022-07-03,11:15,addtocart,1001,Hoodie,Clothing,55,0.1,5.5,35,Male,"San Antonio, TX"
192,34567,no,2022-06-30,2:30,purchase,1016,Necklace,Jewelry,60,0.0,6.0,42,Male,"Phoenix, AZ"
166,45678,no,2022-05-20,8:00,addtocart,1023,Hat,Accessories,15,0.1,0.75,36,Female,"Austin, TX"
84,34567,yes,2022-03-25,2:30,browse,1008,Smartphone,Electronics,500,0.05,50.0,25,Female,"Portland, OR"
100,12345,no,2022-08-06,2:30,addtocart,1020,Scarf,Accessories,30,0.1,1.5,29,Female,"San Diego, CA"
222,67890,no,2022-03-30,8:00,addtocart,1022,Gloves,Accessories,20,0.1,3.0,31,Female,"Houston, TX"
222,67890,no,2022-06-15,8:00,addtocart,1023,Backpack,Accessories,60,0.1,6.0,31,Female,"Houston, TX"
207,90123,no,2022-04-18,11:15,browse,1021,Hat,Accessories,20,0.05,2.0,44,Female,"New York, NY"
88,78901,no,2022-06-05,2:30,addtocart,1019,Smartwatch,Electronics,150,0.1,15.0,33,Male,"Atlanta, GA"
87,67890,no,2022-07-22,11:15,purchase,1025,Sunglasses,Accessories,75,0.0,3.75,36,Female,"Seattle, WA"
223,78901,no,2022-03-08,11:15,purchase,1004,Jeans,Clothing,80,0.0,8.0,39,Male,"New York, NY"
177,67890,no,2022-08-07,5:45,purchase,1005,Jeans,Clothing,60,0.0,6.0,48,Female,"Los Angeles, CA"
117,45678,no,2022-01-18,5:45,addtocart,1005,T-Shirt,Clothing,25,0.05,1.25,29,Female,"Seattle, WA"
43,78901,no,2022-05-07,9:30,addtocart,1023,Scarf,Accessories,20,0.1,2.0,28,Male,"Los Angeles, CA"
30,34567,no,2022-04-11,11:45:00,purchase,1008,Smartphone,Electronics,800,0.1,40.0,46,Female,"New York, NY"
69,67890,no,2022-05-31,5:45,addtocart,1021,Watch,Accessories,40,0.1,4.0,39,Female,"Denver, CO"
101,23456,yes,2022-01-30,5:45,browse,1008,Smartphone,Electronics,800,0.05,80.0,26,Male,"New York, NY"
166,45678,no,2022-07-09,8:00,addtocart,1023,Backpack,Accessories,60,0.1,6.0,36,Female,"Austin, TX"
207,90123,no,2022-04-18,11:15,browse,1021,Hat,Accessories,20,0.05,2.0,44,Female,"New York, NY"
233,89012,yes,2022-05-22,5:45,browse,1014,Bracelet,Jewelry,30,0.05,3.0,23,Female,"San Francisco, CA"
216,90123,no,2022-08-04,2:30,purchase,1005,T-shirt,Clothing,25,0.0,1.25,29,Female,"Boston, MA"
170,89012,yes,2022-08-25,8:00,browse,1012,Ring,Jewelry,40,0.05,4.0,39,Female,"Boston, MA"
91,12345,no,2022-07-12,11:15,addtocart,1021,Hat,Accessories,25,0.1,2.5,30,Female,"Denver, CO"
216,90123,no,2022-02-27,2:30,addtocart,1005,T-Shirt,Clothing,20,0.05,2.0,29,Female,"Boston, MA"
218,23456,yes,2022-07-29,8:00,browse,1020,Wallet,Accessories,35,0.05,3.5,25,Female,"Portland, OR"
189,90123,no,2022-05-27,5:45,purchase,1001,Jeans,Clothing,70,0.0,7.0,36,Female,"San Francisco, CA"
21,34567,no,2022-01-21,10:00:00,purchase,1017,Sunglasses,Accessories,100,0.0,5.0,27,Female,"Chicago, IL"
70,78901,no,2022-03-31,8:00,purchase,1007,Laptop,Electronics,1200,0.0,120.0,41,Male,"Seattle, WA"
4,45678,no,2022-01-24,13:00:00,addtocart,1004,Hat,Accessories,20,0.05,1.0,19,Nonbinary,"San Francisco, CA"
4,45678,no,2022-01-24,13:00:00,addtocart,1004,Hat,Accessories,20,0.05,1.0,19,Nonbinary,"San Francisco, CA"
203,56789,yes,2022-07-06,11:15,browse,1015,Sunglasses,Accessories,55,0.05,5.5,26,Male,"Philadelphia, PA"
174,34567,no,2022-04-06,8:00,purchase,1002,Jeans,Clothing,80,0.0,8.0,34,Female,"Mi, FL"
32,56789,yes,2022-07-02,19:15:00,browse,1021,Necklace,Jewelry,45,0.15,4.5,39,Female,"Chicago, IL"
37,12345,yes,2022-04-07,13:00,purchase,1006,Headphones,Electronics,100,0.1,10.0,33,Male,"Atlanta, GA"
52,78901,no,2022-04-26,4:15,purchase,1010,Necklace,Jewelry,80,0.0,4.0,44,Female,"Mi, FL"
16,78901,yes,2022-01-13,18:45:00,browse,1011,Sunglasses,Accessories,80,0.1,4.0,25,Female,"Seattle, WA"
218,23456,yes,2022-07-19,8:00,browse,1020,Belt,Accessories,30,0.05,3.0,25,Female,"Portland, OR"
211,45678,no,2022-08-21,11:15,purchase,1024,Bracelet,Jewelry,30,0.0,1.5,35,Female,"Los Angeles, CA"
207,90123,yes,2022-07-26,11:15,browse,1021,Hat,Accessories,20,0.05,1.0,26,Male,"New York, NY"
186,67890,no,2022-03-23,8:00,purchase,1021,Power Bank,Accessories,25,0.0,2.5,45,Male,"San Diego, CA"
240,67890,no,2022-08-27,2:30,addtocart,1017,Sunglasses,Accessories,30,0.1,1.5,31,Female,"Seattle, WA"
17,89012,no,2022-01-17,9:00:00,addtocart,1005,Sneakers,Footwear,120,0.0,6.0,45,Male,"Austin, TX"
34,78901,yes,2022-01-19,13:45,purchase,1001,Shoes,Footwear,80,0.1,8.0,23,Nonbinary,"Philadelphia, PA"
63,90123,no,2022-03-06,11:15,addtocart,1001,Jeans,Clothing,50,0.1,5.0,35,Male,"San Antonio, TX"
53,89012,yes,2022-03-12,7:30,browse,1021,Watch,Accessories,100,0.05,5.0,28,Male,"Austin, TX"
84,34567,no,2022-04-11,2:30,purchase,1008,Smartphone,Electronics,800,0.0,40.0,44,Female,"Portland, OR"
121,45678,no,2022-01-26,5:45,addtocart,1020,Belt,Accessories,30,0.1,2.0,25,Male,"Los Angeles, CA"
84,34567,no,2022-04-11,2:30,purchase,1008,Smartphone,Electronics,800,0.0,40.0,44,Female,"Portland, OR"
189,90123,no,2022-07-08,5:45,addtocart,1001,Jeans,Clothing,75,0.1,7.5,35,Female,"San Francisco, CA"
166,45678,no,2022-07-09,8:00,addtocart,1023,Backpack,Accessories,60,0.1,6.0,36,Female,"Austin, TX"
98,89012,yes,2022-08-02,8:00,browse,1023,Scarf,Accessories,30,0.05,3.0,25,Female,"Chicago, IL"
74,23456,yes,2022-08-06,8:00,browse,1019,Scarf,Accessories,30,0.05,1.5,27,Male,"Las Vegas, NV"
133,78901,no,2022-05-29,5:45,addtocart,1009,Skirt,Clothing,50,0.1,2.5,32,Female,"San Francisco, CA"
243,90123,no,2022-03-24,11:15,addtocart,1003,Shorts,Clothing,30,0.1,1.5,33,Male,"Austin, TX"
179,89012,yes,2022-05-03,11:15,browse,1003,Dress,Clothing,60,0.05,6.0,31,Female,"Dallas, TX"
12,34567,no,2022-01-15,13:15:00,purchase,1004,Hat,Accessories,20,0.05,1.0,35,Male,"Chicago, IL"
123,67890,no,2022-06-06,11:15,purchase,1008,Dress,Clothing,75,0.0,7.5,27,Male,"San Francisco, CA"
67,45678,no,2022-01-19,11:15,purchase,1004,Shoes,Clothing,80,0.0,8.0,31,Female,"San Francisco, CA"
21,34567,no,2022-05-16,10:00:00,addtocart,1017,Sunglasses,Accessories,25,0.0,2.5,43,Male,"Chicago, IL"
